"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 17 19:59:06 GMT 2024","Fri May 17 19:59:07 GMT 2024","586","Main menu","Main menu links","tests.mainmenu.MainMenuLinksTest","tests.mainmenu.MainMenuLinksTest","saleLink","saleLink","The ""Sale"" link"
"passed","Fri May 17 20:04:25 GMT 2024","Fri May 17 20:04:25 GMT 2024","84","Account dropdown list","Expanding and collapsing the dropdown list","tests.accountdropdownlist.ExpandingAndCollapsingTest","tests.accountdropdownlist.ExpandingAndCollapsingTest","collapsingList","collapsingList","Collapsing the ""Account"" dropdown list"
"passed","Fri May 17 20:06:10 GMT 2024","Fri May 17 20:06:11 GMT 2024","489","Footer","Sections links","tests.footerlinks.CompanyLinksTest","tests.footerlinks.CompanyLinksTest","customerServiceLink","customerServiceLink",""
"failed","Fri May 17 20:10:46 GMT 2024","Fri May 17 20:10:48 GMT 2024","2568","Product page","Validation the quantity field","tests.productpage.quantityField.ValidationTest","tests.productpage.quantityField.ValidationTest","notANumber","notANumber","Entering a special character"
"failed","Fri May 17 20:06:58 GMT 2024","Fri May 17 20:06:58 GMT 2024","233","Login form","Login","tests.login.LoginTest","tests.login.LoginTest","incorrectEmailFormat","incorrectEmailFormat","Attempting to log in using an incorrect email format"
"passed","Fri May 17 20:11:07 GMT 2024","Fri May 17 20:11:21 GMT 2024","13732","Shopping cart","Shopping cart state","tests.shoppingcart.contents.ShoppingCartStateTest","tests.shoppingcart.contents.ShoppingCartStateTest","checkingContents","checkingContents","Adding product to the shopping cart"
"passed","Fri May 17 20:02:04 GMT 2024","Fri May 17 20:02:06 GMT 2024","1450","Search engine","Searching for products","tests.searchengine.SearchingProductsTest","tests.searchengine.SearchingProductsTest","correct","correct","Searching with a correct phrase"
"passed","Fri May 17 20:03:36 GMT 2024","Fri May 17 20:03:37 GMT 2024","819","Search engine","Searching for products","tests.searchengine.SearchingProductsTest","tests.searchengine.SearchingProductsTest","incorrect","incorrect","Searching with an incorrect phrase"
"passed","Fri May 17 20:03:50 GMT 2024","Fri May 17 20:03:51 GMT 2024","808","Search engine","Searching for products","tests.searchengine.SearchingProductsTest","tests.searchengine.SearchingProductsTest","incorrect","incorrect","Searching with an incorrect phrase"
"passed","Fri May 17 20:00:34 GMT 2024","Fri May 17 20:00:35 GMT 2024","510","Main menu","The 'Accessories' dropdown list","tests.mainmenu.accessoriesdropdownlist.AccessoriesDropdownListTest","tests.mainmenu.accessoriesdropdownlist.AccessoriesDropdownListTest","viewAllAccessoriesLink","viewAllAccessoriesLink","The ""Account Dashboard"" link"
"passed","Fri May 17 20:05:27 GMT 2024","Fri May 17 20:05:27 GMT 2024","481","Newsletter form","Subscription to the newsletter","tests.newsletter.SubscriptionToNewsletterTest","tests.newsletter.SubscriptionToNewsletterTest","correctEmail","correctEmail","Subscribing to the newsletter using correct email"
"passed","Fri May 17 20:12:43 GMT 2024","Fri May 17 20:12:43 GMT 2024","247","Shopping cart","Quantity field","tests.shoppingcart.quantityfield.ValidationTest","tests.shoppingcart.quantityfield.ValidationTest","negative","negative","Entering a negative value"
"passed","Fri May 17 20:08:48 GMT 2024","Fri May 17 20:08:49 GMT 2024","1074","Account","Side menu links","tests.account.SideMenuTest","tests.account.SideMenuTest","newsletterSubscriptionsLink","newsletterSubscriptionsLink","The ""Newsletter Subscriptions"" link"
"passed","Fri May 17 19:58:49 GMT 2024","Fri May 17 19:58:49 GMT 2024","623","Main menu","Main menu links","tests.mainmenu.MainMenuLinksTest","tests.mainmenu.MainMenuLinksTest","womenLink","womenLink","The ""Women"" link"
"passed","Fri May 17 20:07:12 GMT 2024","Fri May 17 20:07:12 GMT 2024","240","Login form","Login","tests.login.LoginTest","tests.login.LoginTest","blankEmailField","blankEmailField","Attempting to log in without providing input for the ""Email Address"" field"
"passed","Fri May 17 20:06:53 GMT 2024","Fri May 17 20:06:53 GMT 2024","242","Login form","Login","tests.login.LoginTest","tests.login.LoginTest","incorrectEmailFormat","incorrectEmailFormat","Attempting to log in using an incorrect email format"
"passed","Fri May 17 19:59:02 GMT 2024","Fri May 17 19:59:02 GMT 2024","679","Main menu","Main menu links","tests.mainmenu.MainMenuLinksTest","tests.mainmenu.MainMenuLinksTest","homeAndDecorLink","homeAndDecorLink","The ""Home & Decor"" link"
"passed","Fri May 17 20:14:07 GMT 2024","Fri May 17 20:14:09 GMT 2024","2253","Shopping cart","Removing a product from the shopping cart","tests.shoppingcart.removing.RemovingProductTest","tests.shoppingcart.removing.RemovingProductTest","withRemoveButton","withRemoveButton","Removing a product from the shopping cart using a remove button"
"passed","Fri May 17 19:59:37 GMT 2024","Fri May 17 19:59:38 GMT 2024","1265","Main menu","The 'Women' dropdown list","tests.mainmenu.womendropdownlist.WomenDropdownListTest","tests.mainmenu.womendropdownlist.WomenDropdownListTest","pantsAndDenimLink","pantsAndDenimLink","The ""Pants & Denim"" link"
"passed","Fri May 17 20:09:52 GMT 2024","Fri May 17 20:09:54 GMT 2024","2158","Product page","Validation the quantity field","tests.productpage.quantityField.ValidationTest","tests.productpage.quantityField.ValidationTest","max","max","Quantity- maximum"
"passed","Fri May 17 20:03:41 GMT 2024","Fri May 17 20:03:42 GMT 2024","888","Search engine","Searching for products","tests.searchengine.SearchingProductsTest","tests.searchengine.SearchingProductsTest","incorrect","incorrect","Searching with an incorrect phrase"
"passed","Fri May 17 20:06:02 GMT 2024","Fri May 17 20:06:02 GMT 2024","492","Footer","Sections links","tests.footerlinks.CompanyLinksTest","tests.footerlinks.CompanyLinksTest","aboutUsLink","aboutUsLink",""
"passed","Fri May 17 19:59:31 GMT 2024","Fri May 17 19:59:33 GMT 2024","2288","Main menu","The 'Women' dropdown list","tests.mainmenu.womendropdownlist.WomenDropdownListTest","tests.mainmenu.womendropdownlist.WomenDropdownListTest","topsAndBlousesLink","topsAndBlousesLink","The ""Tops & Blouses"" link"
"passed","Fri May 17 20:09:45 GMT 2024","Fri May 17 20:09:47 GMT 2024","2166","Product page","Validation the quantity field","tests.productpage.quantityField.ValidationTest","tests.productpage.quantityField.ValidationTest","belowMax","belowMax","Quantity- shorter than maximum (max - 1)"
"passed","Fri May 17 20:07:55 GMT 2024","Fri May 17 20:07:57 GMT 2024","2695","Account","Side menu links","tests.account.SideMenuTest","tests.account.SideMenuTest","addressBookLink","addressBookLink","The ""Address Book"" link"
"passed","Fri May 17 20:06:26 GMT 2024","Fri May 17 20:06:27 GMT 2024","606","Footer","Sections links","tests.footerlinks.QuickLinksTest","tests.footerlinks.QuickLinksTest","advancedSearch","advancedSearch",""
"passed","Fri May 17 20:06:22 GMT 2024","Fri May 17 20:06:23 GMT 2024","500","Footer","Sections links","tests.footerlinks.QuickLinksTest","tests.footerlinks.QuickLinksTest","searchTermsLink","searchTermsLink",""
"failed","Fri May 17 20:12:07 GMT 2024","Fri May 17 20:12:07 GMT 2024","4","Shopping cart","Quantity field","tests.shoppingcart.quantityfield.ValidationTest","tests.shoppingcart.quantityfield.ValidationTest","max","max","Quantity- maximum"
"passed","Fri May 17 20:02:00 GMT 2024","Fri May 17 20:02:01 GMT 2024","1157","Search engine","Searching for products","tests.searchengine.SearchingProductsTest","tests.searchengine.SearchingProductsTest","correct","correct","Searching with a correct phrase"
"passed","Fri May 17 20:00:17 GMT 2024","Fri May 17 20:00:18 GMT 2024","627","Main menu","The 'Men' dropdown list","tests.mainmenu.mendropdownlist.MenDropdownListTest","tests.mainmenu.mendropdownlist.MenDropdownListTest","pantsAndDenim","pantsAndDenim","The ""Pants & Denim"" link"
"passed","Fri May 17 20:05:43 GMT 2024","Fri May 17 20:05:43 GMT 2024","178","Newsletter form","Subscription to the newsletter","tests.newsletter.SubscriptionToNewsletterTest","tests.newsletter.SubscriptionToNewsletterTest","incorrectEmailFormat","incorrectEmailFormat","Attempting to subscribe to the newsletter using an incorrect email format"
"passed","Fri May 17 20:05:31 GMT 2024","Fri May 17 20:05:31 GMT 2024","489","Newsletter form","Subscription to the newsletter","tests.newsletter.SubscriptionToNewsletterTest","tests.newsletter.SubscriptionToNewsletterTest","correctEmail","correctEmail","Subscribing to the newsletter using correct email"
"passed","Fri May 17 20:00:47 GMT 2024","Fri May 17 20:00:47 GMT 2024","710","Main menu","The 'Accessories' dropdown list","tests.mainmenu.accessoriesdropdownlist.AccessoriesDropdownListTest","tests.mainmenu.accessoriesdropdownlist.AccessoriesDropdownListTest","shoes","shoes","The ""Shoes"" link"
"passed","Fri May 17 20:02:43 GMT 2024","Fri May 17 20:02:44 GMT 2024","1155","Search engine","Searching for products","tests.searchengine.SearchingProductsTest","tests.searchengine.SearchingProductsTest","correct","correct","Searching with a correct phrase"
"passed","Fri May 17 20:03:27 GMT 2024","Fri May 17 20:03:28 GMT 2024","1102","Search engine","Searching for products","tests.searchengine.SearchingProductsTest","tests.searchengine.SearchingProductsTest","lowerUpper","lowerUpper","Searching with a correct phrase having upper and lower cases"
"passed","Fri May 17 20:06:49 GMT 2024","Fri May 17 20:06:49 GMT 2024","228","Login form","Login","tests.login.LoginTest","tests.login.LoginTest","incorrectEmailFormat","incorrectEmailFormat","Attempting to log in using an incorrect email format"
"passed","Fri May 17 20:00:55 GMT 2024","Fri May 17 20:00:56 GMT 2024","118","Main menu","The 'Home and Decor' dropdown list","tests.mainmenu.homedecordropdownlist.ExpandingAndCollapsingTest","tests.mainmenu.homedecordropdownlist.ExpandingAndCollapsingTest","expandingDropdownList","expandingDropdownList","Expanding the ""Home & Decor"" dropdown list"
"passed","Fri May 17 20:09:17 GMT 2024","Fri May 17 20:09:17 GMT 2024","243","Product page","Setting a product attributes","tests.productpage.cartAddition.SettingProductAttributesTest","tests.productpage.cartAddition.SettingProductAttributesTest","sizeNotSelected","sizeNotSelected",""
"passed","Fri May 17 20:01:39 GMT 2024","Fri May 17 20:01:39 GMT 2024","607","Main menu","The 'Sale' dropdown list","tests.mainmenu.saledropdownlist.SaleDropdownListTest","tests.mainmenu.saledropdownlist.SaleDropdownListTest","womenLink","womenLink","The ""Women"" link"
"passed","Fri May 17 20:12:26 GMT 2024","Fri May 17 20:12:26 GMT 2024","237","Shopping cart","Quantity field","tests.shoppingcart.quantityfield.ValidationTest","tests.shoppingcart.quantityfield.ValidationTest","negative","negative","Entering a negative value"
"passed","Fri May 17 20:00:26 GMT 2024","Fri May 17 20:00:27 GMT 2024","117","Main menu","The 'Accessories' dropdown list","tests.mainmenu.accessoriesdropdownlist.ExpandingAndCollapsingTest","tests.mainmenu.accessoriesdropdownlist.ExpandingAndCollapsingTest","expandingDropdownList","expandingDropdownList","Expanding the ""Accessories"" dropdown list"
"passed","Fri May 17 20:09:37 GMT 2024","Fri May 17 20:09:39 GMT 2024","1943","Product page","Validation the quantity field","tests.productpage.quantityField.ValidationTest","tests.productpage.quantityField.ValidationTest","aboveMin","aboveMin","Quantity- exceeding minimum (min + 1)"
"passed","Fri May 17 20:08:56 GMT 2024","Fri May 17 20:08:57 GMT 2024","1226","Account","Side menu links","tests.account.SideMenuTest","tests.account.SideMenuTest","myDownloadableProducts","myDownloadableProducts","The ""My Downloadable Products"" link"
"passed","Fri May 17 20:13:50 GMT 2024","Fri May 17 20:13:50 GMT 2024","246","Shopping cart","Quantity field","tests.shoppingcart.quantityfield.ValidationTest","tests.shoppingcart.quantityfield.ValidationTest","notNumber","notNumber","Entering a special character"
"passed","Fri May 17 20:08:33 GMT 2024","Fri May 17 20:08:34 GMT 2024","1120","Account","Side menu links","tests.account.SideMenuTest","tests.account.SideMenuTest","myWishlistLink","myWishlistLink","The ""My Wishlist"" link"
"failed","Fri May 17 20:04:33 GMT 2024","Fri May 17 20:04:34 GMT 2024","774","Account dropdown list","Links","tests.accountdropdownlist.AccountDropdownListLinksTest","tests.accountdropdownlist.AccountDropdownListLinksTest","myWishlistLink","myWishlistLink","The ""My Wishlist"" link"
"passed","Fri May 17 20:03:12 GMT 2024","Fri May 17 20:03:14 GMT 2024","1167","Search engine","Searching for products","tests.searchengine.SearchingProductsTest","tests.searchengine.SearchingProductsTest","lowerUpper","lowerUpper","Searching with a correct phrase having upper and lower cases"
"passed","Fri May 17 20:05:19 GMT 2024","Fri May 17 20:05:19 GMT 2024","505","Newsletter form","Subscription to the newsletter","tests.newsletter.SubscriptionToNewsletterTest","tests.newsletter.SubscriptionToNewsletterTest","correctEmail","correctEmail","Subscribing to the newsletter using correct email"
"passed","Fri May 17 20:04:42 GMT 2024","Fri May 17 20:04:43 GMT 2024","1148","Account dropdown list","Links","tests.accountdropdownlist.AccountDropdownListLinksTest","tests.accountdropdownlist.AccountDropdownListLinksTest","checkoutLink","checkoutLink","The ""Checkout"" link"
"passed","Fri May 17 20:02:10 GMT 2024","Fri May 17 20:02:11 GMT 2024","1092","Search engine","Searching for products","tests.searchengine.SearchingProductsTest","tests.searchengine.SearchingProductsTest","correct","correct","Searching with a correct phrase"
"passed","Fri May 17 20:00:43 GMT 2024","Fri May 17 20:00:43 GMT 2024","567","Main menu","The 'Accessories' dropdown list","tests.mainmenu.accessoriesdropdownlist.AccessoriesDropdownListTest","tests.mainmenu.accessoriesdropdownlist.AccessoriesDropdownListTest","jewelryLink","jewelryLink","The ""Jewelry"" link"
"passed","Fri May 17 20:02:58 GMT 2024","Fri May 17 20:02:59 GMT 2024","1092","Search engine","Searching for products","tests.searchengine.SearchingProductsTest","tests.searchengine.SearchingProductsTest","lowerUpper","lowerUpper","Searching with a correct phrase having upper and lower cases"
"passed","Fri May 17 20:06:06 GMT 2024","Fri May 17 20:06:06 GMT 2024","476","Footer","Sections links","tests.footerlinks.CompanyLinksTest","tests.footerlinks.CompanyLinksTest","contactUsLink","contactUsLink",""
"passed","Fri May 17 20:03:08 GMT 2024","Fri May 17 20:03:09 GMT 2024","1225","Search engine","Searching for products","tests.searchengine.SearchingProductsTest","tests.searchengine.SearchingProductsTest","lowerUpper","lowerUpper","Searching with a correct phrase having upper and lower cases"
"passed","Fri May 17 20:03:03 GMT 2024","Fri May 17 20:03:04 GMT 2024","1387","Search engine","Searching for products","tests.searchengine.SearchingProductsTest","tests.searchengine.SearchingProductsTest","lowerUpper","lowerUpper","Searching with a correct phrase having upper and lower cases"
"passed","Fri May 17 20:00:59 GMT 2024","Fri May 17 20:00:59 GMT 2024","58","Main menu","The 'Home and Decor' dropdown list","tests.mainmenu.homedecordropdownlist.ExpandingAndCollapsingTest","tests.mainmenu.homedecordropdownlist.ExpandingAndCollapsingTest","collapsingDropdownList","collapsingDropdownList","Collapsing the ""Home & Decor"" dropdown list"
"failed","Fri May 17 20:10:23 GMT 2024","Fri May 17 20:10:25 GMT 2024","2100","Product page","Validation the quantity field","tests.productpage.quantityField.ValidationTest","tests.productpage.quantityField.ValidationTest","floatingPoint","floatingPoint","Entering a floating point"
"passed","Fri May 17 20:01:52 GMT 2024","Fri May 17 20:01:52 GMT 2024","631","Main menu","The 'Sale' dropdown list","tests.mainmenu.saledropdownlist.SaleDropdownListTest","tests.mainmenu.saledropdownlist.SaleDropdownListTest","homeAndDecorLink","homeAndDecorLink","The ""Home & Decor"" link"
"passed","Fri May 17 20:02:34 GMT 2024","Fri May 17 20:02:35 GMT 2024","1085","Search engine","Searching for products","tests.searchengine.SearchingProductsTest","tests.searchengine.SearchingProductsTest","correct","correct","Searching with a correct phrase"
"passed","Fri May 17 19:59:56 GMT 2024","Fri May 17 19:59:57 GMT 2024","613","Main menu","The 'Men' dropdown list","tests.mainmenu.mendropdownlist.MenDropdownListTest","tests.mainmenu.mendropdownlist.MenDropdownListTest","viewAllMenLink","viewAllMenLink","The ""View All Men"" link"
"passed","Fri May 17 20:01:18 GMT 2024","Fri May 17 20:01:19 GMT 2024","782","Main menu","The 'Home and Decor' dropdown list","tests.mainmenu.homedecordropdownlist.HomeAndDecorDropdownListTest","tests.mainmenu.homedecordropdownlist.HomeAndDecorDropdownListTest","electronicsLink","electronicsLink","The ""Electronics"" link"
"failed","Fri May 17 20:10:54 GMT 2024","Fri May 17 20:10:56 GMT 2024","2128","Product page","Validation the quantity field","tests.productpage.quantityField.ValidationTest","tests.productpage.quantityField.ValidationTest","notANumber","notANumber","Entering a special character"
